Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Election Day Votes,Total Votes,% of Total Votes
Retention of District Court of Appeal Judge Rachel Nordby,OVER VOTES,,PCT 41,0,0,0,0.00
Retention of District Court of Appeal Judge Rachel Nordby,OVER VOTES,,PCT 42,-,-,1,0.09
Retention of District Court of Appeal Judge Rachel Nordby,OVER VOTES,,PCT 43,0,0,0,0.00
Retention of District Court of Appeal Judge Rachel Nordby,OVER VOTES,,PCT 44,0,0,0,0.00
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 1,-,-,169,10.76
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 2,-,-,113,11.28
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 3,-,-,60,10.33
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 4,-,-,275,10.86
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 5,58,242,300,11.37
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 6,-,-,396,11.86
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 7,-,-,66,13.81
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 8,-,-,529,18.34
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 9,-,-,505,17.24
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 10,-,-,667,17.07
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 11,-,-,853,18.34
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 12,-,-,734,17.71
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 13,-,-,365,16.11
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 14,-,-,490,13.90
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 15,-,-,476,17.53
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 16,53,118,171,12.49
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 17,-,-,384,11.55
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 18,-,-,271,13.45
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 19,73,117,190,12.40
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 20,-,-,194,13.60
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 21,-,-,462,12.89
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 22,-,-,400,12.39
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 23,-,-,498,13.31
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 24,-,-,195,15.00
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 25,-,-,247,13.49
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 26,-,-,298,13.76
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 27,-,-,298,11.95
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 28,-,-,210,13.44
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 29,-,-,257,12.36
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 30,-,-,115,12.11
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 31,-,-,505,16.51
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 32,-,-,136,11.70
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 33,57,97,154,12.17
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 34,46,89,135,15.02
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 35,105,168,273,15.70
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 36,-,-,83,12.77
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 37,-,-,234,10.31
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 38,51,98,149,12.11
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 39,-,-,341,12.00
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 40,-,-,180,11.96
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 41,-,-,195,10.47
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 42,-,-,177,16.13
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 43,-,-,176,13.08
Retention of District Court of Appeal Judge Rachel Nordby,UNDER VOTES,,PCT 44,-,-,140,17.26
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 1,-,-,982,62.51
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 2,-,-,602,60.08
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 3,-,-,350,60.24
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 4,-,-,1507,59.49
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 5,295,1300,1595,60.44
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 6,-,-,2018,60.44
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 7,53,211,264,55.23
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 8,-,-,1692,58.65
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 9,-,-,1748,59.66
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 10,-,-,2321,59.41
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 11,-,-,2773,59.62
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 12,-,-,2414,58.25
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 13,-,-,1368,60.37
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 14,-,-,2129,60.38
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 15,-,-,1673,61.62
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 16,-,-,830,60.63
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 17,-,-,2073,62.36
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 18,-,-,1254,62.23
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 19,-,-,849,55.42
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 20,-,-,872,61.15
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 21,-,-,2214,61.79
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 22,-,-,1944,60.20
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 23,-,-,2285,61.08
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 24,-,-,779,59.92
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 25,357,764,1121,61.22
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 26,-,-,1290,59.58
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 27,498,1014,1512,60.63
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 28,-,-,889,56.88
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 29,-,-,1218,58.59
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 30,-,-,554,58.32
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 31,-,-,1642,53.68
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 32,211,311,522,44.92
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 33,-,-,613,48.46
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 34,-,-,533,59.29
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 35,312,608,920,52.90
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 36,-,-,333,51.23
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 37,-,-,1339,59.01
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 38,-,-,730,59.35
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 39,-,-,1724,60.68
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 40,248,593,841,55.88
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 41,-,-,1121,60.17
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 42,260,377,637,58.07
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 43,-,-,792,58.84
Retention of District Court of Appeal Judge Tim Osterhaus,Yes,,PCT 44,-,-,496,61.16
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 1,-,-,417,26.54
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 2,-,-,287,28.64
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 3,33,133,166,28.57
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 4,-,-,746,29.45
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 5,186,559,745,28.23
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 6,258,665,923,27.64
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 7,55,94,149,31.17
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 8,-,-,656,22.74
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 9,236,435,671,22.90
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 10,-,-,913,23.37
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 11,-,-,1027,22.08
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 12,-,-,1003,24.20
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 13,168,364,532,23.48
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 14,-,-,906,25.69
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 15,183,379,562,20.70
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 16,104,262,366,26.73
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 17,284,578,862,25.93
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 18,116,376,492,24.42
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 19,178,308,486,31.72
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 20,107,253,360,25.25
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 21,279,623,902,25.17
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 22,282,599,881,27.28
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 23,-,-,952,25.45
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 24,101,226,327,25.15
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 25,189,274,463,25.29
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 26,196,382,578,26.70
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 27,-,-,684,27.43
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 28,-,-,470,30.07
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 29,228,377,605,29.10
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 30,110,170,280,29.47
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 31,-,-,895,29.26
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 32,-,-,509,43.80
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 33,180,315,495,39.13
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 34,81,149,230,25.58
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 35,213,336,549,31.57
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 36,87,143,230,35.38
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 37,246,453,699,30.81
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 38,-,-,346,28.13
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 39,245,527,772,27.17
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 40,165,312,477,31.69
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 41,-,-,547,29.36
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 42,136,151,287,26.16
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 43,130,249,379,28.16
Retention of District Court of Appeal Judge Tim Osterhaus,No,,PCT 44,-,-,169,20.84
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 1,-,-,1,0.06
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 2,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 3,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 4,-,-,3,0.12
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 5,-,-,1,0.04
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 6,-,-,5,0.15
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 7,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 8,-,-,4,0.14
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 9,-,-,1,0.03
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 10,-,-,1,0.03
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 11,-,-,3,0.06
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 12,-,-,1,0.02
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 13,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 14,-,-,3,0.09
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 15,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 16,-,-,1,0.07
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 17,-,-,3,0.09
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 18,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 19,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 20,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 21,-,-,2,0.06
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 22,-,-,1,0.03
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 23,-,-,4,0.11
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 24,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 25,-,-,1,0.05
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 26,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 27,-,-,5,0.20
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 28,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 29,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 30,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 31,-,-,1,0.03
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 32,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 33,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 34,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 35,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 36,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 37,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 38,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 39,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 40,-,-,1,0.07
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 41,-,-,2,0.11
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 42,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 43,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,OVER VOTES,,PCT 44,0,0,0,0.00
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 1,-,-,171,10.88
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 2,-,-,113,11.28
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 3,-,-,65,11.19
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 4,-,-,277,10.94
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 5,62,236,298,11.29
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 6,-,-,393,11.77
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 7,-,-,65,13.60
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 8,-,-,533,18.47
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 9,-,-,510,17.41
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 10,-,-,672,17.20
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 11,-,-,848,18.23
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 12,-,-,726,17.52
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 13,-,-,366,16.15
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 14,-,-,488,13.84
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 15,-,-,480,17.68
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 16,56,116,172,12.56
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 17,-,-,386,11.61
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 18,-,-,269,13.35
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 19,73,124,197,12.86
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 20,-,-,194,13.60
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 21,-,-,465,12.98
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 22,-,-,403,12.48
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 23,-,-,500,13.37
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 24,-,-,194,14.92
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 25,-,-,246,13.44
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 26,-,-,297,13.72
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 27,-,-,293,11.75
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 28,-,-,204,13.05
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 29,-,-,256,12.31
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 30,-,-,116,12.21
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 31,-,-,521,17.03
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 32,-,-,131,11.27
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 33,60,97,157,12.41
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 34,44,92,136,15.13
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 35,108,162,270,15.53
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 36,-,-,87,13.38
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 37,-,-,231,10.18
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 38,51,103,154,12.52
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 39,-,-,345,12.14
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 40,-,-,186,12.36
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 41,-,-,193,10.36
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 42,-,-,173,15.77
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 43,-,-,175,13.00
Retention of District Court of Appeal Judge Tim Osterhaus,UNDER VOTES,,PCT 44,-,-,146,18.00
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 1,185,806,991,63.08
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 2,-,-,612,61.08
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 3,-,-,348,59.90
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 4,-,-,1519,59.97
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 5,309,1287,1596,60.48
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 6,-,-,2015,60.35
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 7,58,227,285,59.62
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 8,-,-,1716,59.48
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 9,-,-,1736,59.25
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 10,-,-,2307,59.05
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 11,-,-,2775,59.66
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 12,-,-,2443,58.95
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 13,-,-,1383,61.03
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 14,-,-,2115,59.98
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 15,-,-,1650,60.77
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 16,-,-,838,61.21
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 17,-,-,2086,62.76
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 18,-,-,1230,61.04
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 19,-,-,881,57.51
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 20,-,-,888,62.27
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 21,-,-,2183,60.93
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 22,-,-,1942,60.14
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 23,-,-,2281,60.97
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 24,-,-,786,60.46
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 25,361,757,1118,61.06
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 26,-,-,1291,59.63
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 27,-,-,1539,61.71
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 28,-,-,895,57.26
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 29,-,-,1229,59.11
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 30,-,-,566,59.58
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 31,-,-,1695,55.41
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 32,233,345,578,49.74
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 33,-,-,650,51.38
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 34,-,-,545,60.62
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 35,343,603,946,54.40
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 36,-,-,353,54.31
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 37,-,-,1372,60.47
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 38,-,-,746,60.65
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 39,-,-,1713,60.30
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 40,-,-,881,58.54
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 41,-,-,1139,61.14
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 42,272,376,648,59.07
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 43,-,-,800,59.44
Retention of District Court of Appeal Judge Clay Roberts,Yes,,PCT 44,-,-,492,60.67
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 1,-,-,409,26.03
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 2,-,-,281,28.04
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 3,33,139,172,29.60
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 4,-,-,733,28.94
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 5,171,566,737,27.93
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 6,258,681,939,28.12
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 7,51,80,131,27.41
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 8,-,-,638,22.11
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 9,237,459,696,23.75
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 10,-,-,944,24.16
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 11,-,-,1022,21.97
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 12,-,-,979,23.62
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 13,163,355,518,22.86
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 14,-,-,924,26.21
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 15,178,413,591,21.77
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 16,105,259,364,26.59
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 17,284,581,865,26.02
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 18,125,396,521,25.86
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 19,152,302,454,29.63
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 20,99,248,347,24.33
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 21,280,662,942,26.29
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 22,266,630,896,27.75
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 23,-,-,967,25.85
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 24,99,221,320,24.62
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 25,188,281,469,25.61
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 26,192,390,582,26.88
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 27,-,-,664,26.62
